ID,Header Size,Payload Size,Packet Size,Average Packet Size,Average Payload Size,Average Header Size,
491,20,0,54,814.0,760.0,20.0,
492,20,258,312,814.0,760.0,20.0,
493,20,1386,1440,814.0,760.0,20.0,
494,20,1386,1440,814.0,760.0,20.0,
495,20,0,54,814.0,760.0,20.0,
496,20,1386,1440,814.0,760.0,20.0,
497,20,0,54,814.0,760.0,20.0,
498,20,1386,1440,814.0,760.0,20.0,
499,20,1386,1440,814.0,760.0,20.0,
500,20,0,54,814.0,760.0,20.0,
501,20,1386,1440,814.0,760.0,20.0,
502,20,1386,1440,814.0,760.0,20.0,
503,20,0,54,814.0,760.0,20.0,
504,20,1386,1440,814.0,760.0,20.0,
505,20,1386,1440,814.0,760.0,20.0,
506,20,0,54,814.0,760.0,20.0,
507,20,0,54,814.0,760.0,20.0,
508,20,31,85,814.0,760.0,20.0,
509,20,0,54,814.0,760.0,20.0,
510,20,0,54,814.0,760.0,20.0,
511,20,0,54,814.0,760.0,20.0,
512,20,1386,1440,814.0,760.0,20.0,
513,20,1386,1440,814.0,760.0,20.0,
514,20,0,54,814.0,760.0,20.0,
515,20,1386,1440,814.0,760.0,20.0,
516,20,1386,1440,814.0,760.0,20.0,
517,20,0,54,814.0,760.0,20.0,
518,20,1386,1440,814.0,760.0,20.0,
519,20,1386,1440,814.0,760.0,20.0,
520,20,0,54,814.0,760.0,20.0,
521,20,1386,1440,814.0,760.0,20.0,
522,20,1386,1440,814.0,760.0,20.0,
523,20,306,360,814.0,760.0,20.0,
524,20,0,54,814.0,760.0,20.0,
525,20,1,55,814.0,760.0,20.0,
526,32,0,66,814.0,760.0,20.0,
527,20,1,55,814.0,760.0,20.0,
528,32,0,66,814.0,760.0,20.0,
529,20,1,55,814.0,760.0,20.0,
530,32,0,66,814.0,760.0,20.0,
531,20,1,55,814.0,760.0,20.0,
532,32,0,66,814.0,760.0,20.0,
533,20,1,55,814.0,760.0,20.0,
534,32,0,66,814.0,760.0,20.0,
